Entry,label_encoded
P37198,2
Q92620,0
O00584,0
P29466,0
Q13790,4
O95661,0
Q9BY84,0
O60894,1
Q8N695,4
Q08116,0
Q7RTS3,3
Q9HD33,2
P40313,0
P06276,0
Q8N972,3
Q8NGK6,1
Q04756,0
O15247,4
Q5VTM2,0
Q9UQR1,3
Q8NGZ3,1
Q8NBS3,4
Q14722,4
Q9H324,0
P03923,4
P25189,2
Q8N146,1
Q13021,2
Q9H9J2,0
Q7Z602,1
Q9H1E1,0
Q04695,2
Q8IVM8,4
Q9UBN7,0
Q8N7U7,3
Q9NRZ9,0
Q9BW62,0
Q86XP3,0
O75022,1
Q8N5A5,3
Q9BY15,1
Q9NUN7,0
Q96S65,3
P78415,3
P49662,0
Q15661,0
Q16288,1
A6NFU8,0
Q99081,3
P30041,0
Q5VVJ2,0
Q32ZL2,0
O75417,0
Q7RTU4,3
Q6SJ93,0
A6NEY8,0
Q16280,4
P50579,0
P43320,2
Q8N945,4
P78325,0
Q02094,4
Q9NRE2,3
P61566,2
Q9UL36,3
Q8IVL1,0
Q12974,0
Q86X76,0
Q9BXB1,1
Q9UBZ4,0
P05388,2
Q96C00,3
O76014,2
P62913,2
Q9Y235,0
Q5QJU3,0
Q02080,3
P63123,0
P35813,0
Q96L42,4
P08519,0
Q9H568,2
P35249,0
P17812,0
Q9NPD5,4
Q6P5R6,2
Q8NBB4,3
P43235,0
A8K4G0,1
O77932,0
Q96NY9,0
Q13520,4
Q15916,3
Q8NGL4,1
P00748,0
P59817,3
P48995,4
Q9NZH0,1
Q9Y216,0
Q8IXJ6,0
P38405,0
Q8TCT1,0
Q8WXI8,1
Q9BX10,0
O75489,4
Q9Y5Q3,3
Q15058,0
Q6ZVD7,3
Q16600,3
A0A087WUV0,3
O94762,0
P87889,2
Q15582,2
Q6IF82,1
Q6GTS8,0
Q6P2D0,3
O60602,1
Q8NGD2,1
P51124,0
Q96PP9,0
P20701,1
Q9Y6X8,3
Q6IEZ7,1
Q9NS68,1
P49641,0
Q13308,1
Q59GN2,2
Q96RJ0,1
Q08493,0
Q96CH1,1
Q9UIU6,3
Q8NGW6,1
A4D2G3,1
P0C870,0
Q93079,2
Q9H0R5,0
P49675,4
P28347,3
Q96F46,1
A0AV02,4
P30530,1
Q9UEW3,1
Q8N4F4,4
Q5XXA6,4
O60931,4
P62888,2
Q8N720,3
Q8NGX9,1
Q8N2A8,0
Q9Y5Y3,1
Q13286,4
O43763,3
Q9NRR2,0
Q96KW2,2
P60842,0
P28336,1
Q9UIX4,4
Q8IXE1,1
Q14332,1
Q13454,4
P29144,0
Q8IZD4,0
O95377,4
Q99685,0
O60462,1
P57057,4
Q8IZM8,3
Q9H0U6,2
P47736,0
Q6NS38,0
Q9UFF9,0
Q86V40,0
Q2M3W8,3
P35125,0
P06727,4
O15197,1
O14649,4
B7U540,4
Q7RTU3,3
P59544,1
Q96H40,3
Q9UP38,1
Q96MR9,3
Q14954,1
Q6UWY2,0
Q99814,3
Q5TGS1,3
Q96BM9,0
Q8N2K0,0
Q17R31,0
P08574,4
Q9UKU6,0
O75325,1
Q8NDL9,0
Q8N5C6,2
Q9UM07,0
O43681,0
Q6ZMV8,3
P35523,4
Q8IWT1,4
Q7Z7L1,0
Q9Y4E8,0
Q02447,3
Q1XH10,3
O00300,1
Q92771,0
Q53H82,0
O95744,0
P51841,1
Q9UHW5,0
Q6UWJ1,4
Q8NGB4,1
B0L3A2,1
O43184,0
O43598,0
Q86Z14,0
Q9Y4Z2,3
P28908,1
P07204,1
Q8NG94,1
Q14162,1
P78382,4
Q8N6M0,0
P23490,2
Q99678,1
Q86W47,4
P43631,1
O75840,3
P21854,1
P53708,1
P25391,2
Q9UKL2,1
Q96KK3,4
P16298,0
Q9Y5Y0,4
O00555,4
O75381,4
Q99466,1
Q8NGY5,1
P17026,3
P01100,3
Q9Y305,0
P53814,2
Q8N4V1,4
Q15853,3
Q9Y2K6,0
Q9NR82,4
Q9NX45,3
O15393,0
Q05940,4
O43676,4
Q9Y256,0
Q5VXJ0,0
Q9Y493,2
P19634,4
P52744,3
Q75N90,2
P19174,0
Q68DI1,3
Q5BKX6,4
P00751,0
P49441,0
P32455,0
Q8N3J9,3
P04001,1
Q9UPC5,1
Q8TE76,0
Q6BAA4,1
Q9HBT8,3
Q9H2Y9,4
Q6P9A3,3
Q96FN9,0
Q9ULW5,0
P62683,2
Q9P0V8,1
Q93033,0
Q9HCJ1,4
O00168,4
P25116,1
Q96M93,0
P63098,0
P22303,0
Q9UM47,1
Q8NBM4,0
P13647,2
Q86XU0,3
Q9NPC7,3
D6RA61,0
Q8N0Y7,0
Q6NW40,1
A6NHA9,1
Q86YW5,1
P36551,2
Q8IZ08,1
A6NKH3,2
Q99929,3
Q9QC07,0
Q92562,0
Q86VH5,1
Q9UPA5,2
Q9NYV8,1
Q12891,0
Q9HC73,1
Q9NYN1,0
Q9NY93,0
Q96BF3,1
Q49SQ1,1
P23975,4
Q9BX84,4
Q587J7,0
Q8NGF9,1
P41161,3
Q9NUV9,0
P11831,3
Q96QT4,4
Q9UHL0,0
P50548,3
P09467,0
P35548,3
Q6UX01,1
Q8NDG6,0
A6NIZ1,0
P60484,0
Q8WTR2,0
Q9Y3B7,2
O15442,0
Q02930,3
Q15672,3
Q9ULZ3,1
O15194,0
Q13283,0
Q9BZV3,2
Q9BZF3,4
Q9BYF1,0
P02675,2
P28039,0
Q9ULX5,0
P31268,3
Q9UQQ1,0
Q9ULQ1,4
P32314,3
Q9UH92,3
P17516,4
O43491,2
Q01344,1
P54278,0
Q6PML9,4
Q96N20,3
O14966,0
O00194,0
Q6IQ32,3
P36639,0
Q8NH76,1
Q9P1Q5,1
Q9UKM7,0
P09629,3
Q3SYB3,3
Q92854,1
Q9BZE4,0
O60741,4
Q6ECI4,3
P05141,4
Q96GD0,0
Q8WWT9,4
Q14674,0
Q14141,0
Q01970,0
Q15029,0
Q9H2C8,1
Q9GZV1,2
Q8TED4,4
Q6RW13,1
Q9H8M5,4
P61247,2
Q53F39,0
P00749,0
O43414,0
Q9NZN4,0
Q86TI2,0
Q04721,1
Q9P126,1
P17987,0
A1YPR0,3
Q9Y5U5,1
Q7L0J3,4
Q8TAU3,3
Q9Y2H2,0
B2RXF5,3
P09086,3
Q99525,2
P0C1H6,2
Q9P2J5,0
P30101,0
P53621,2
Q96MA1,3
Q96BZ4,0
Q7L7V1,0
Q12794,0
Q9NZ52,4
P17482,3
Q9GZP7,1
Q9BUY5,3
Q5BJD5,4
Q9H707,3
Q9H3M0,4
P61587,0
P17658,4
Q8N7P3,2
Q8NFJ5,1
Q9UK13,3
Q969X1,4
Q695T7,4
Q8IXI2,0
Q8IYX0,3
O94826,4
Q96G01,2
Q8NGK5,1
P23409,3
P17927,1
P18085,0
Q9UMZ3,0
Q6PK81,3
Q6ZNF0,0
Q99687,3
Q9Y2C9,1
P15086,0
Q9NPD3,0
Q96LB0,1
P08217,0
P11142,0
O15499,3
P16389,4
P08151,3
P49959,0
P32927,1
Q9Y6H6,4
P35367,1
Q9Y6I4,0
P0DTE7,0
Q9UNY4,0
O60548,3
Q16667,0
Q9C0K1,4
P49753,0
P05187,0
Q9UNM6,2
P51888,2
Q71UI9,2
Q92806,4
Q5TA45,0
Q96SB8,0
P16930,0
A6NDR6,3
O14668,0
Q9UPT9,0
Q9BZJ8,1
P04156,1
Q92820,0
P42226,3
Q14651,2
Q8IYS0,4
Q8N5J2,0
Q96QE3,0
Q8NGE8,1
P35575,0
Q8N149,1
O96004,3
Q16236,3
P35998,0
Q9BQK8,0
Q8WUX1,4
Q9Y272,0
P10916,2
Q6ZN44,1
P78330,0
P32241,1
Q92953,4
Q8NEK5,3
A6NKK0,1
Q9UHA3,2
P50553,3
P19235,1
P57740,2
Q99523,1
Q9H4L4,0
Q53RT3,0
Q9UL26,0
A6NHR9,0
Q9UNY5,3
Q13488,4
Q8NBR6,0
Q6S8J3,2
Q9H936,4
P62266,2
Q68CJ6,0
Q8TDD1,0
P13073,4
Q8NDY6,3
Q92905,0
O43711,3
P47884,1
P61221,0
Q8TDU6,1
Q9NQT8,0
Q9BZQ6,0
Q12931,0
Q92959,4
O00178,0
P98073,0
Q9P2J9,0
Q6P5W5,4
O15357,0
Q8WVQ1,0
Q8N4P3,0
P60059,4
O43808,4
Q8TCW9,1
Q9H252,4
Q8NGH7,1
P22059,4
Q00688,1
Q96GZ6,4
Q13018,1
Q8NGC6,1
P43243,2
Q99453,3
Q7LBE3,4
Q9UK23,0
P01906,1
Q9H4K7,0
P12107,2
Q6ZMV9,0
O94760,0
A0A2R8Y4L6,1
P0C7N5,1
O00238,1
Q96PZ2,0
P05549,3
O15303,1
Q86W56,0
P14091,0
Q05195,3
P62424,2
P40259,1
A0A1W2PQL4,3
P61353,2
Q9BXJ8,4
Q9BQR3,0
Q8IYB7,0
Q9Y4C0,1
P56559,0
Q8NG92,1
Q8NHC6,1
Q8TAE7,4
P22304,0
Q96R84,1
Q15072,3
P54756,1
Q02878,2
Q8N8L2,3
Q5FVE4,0
O94966,0
Q8WYN3,3
P35221,2
Q5KU26,1
P50443,4
O75019,1
Q13401,0
Q86V25,0
Q9Y257,4
Q92754,3
Q96A47,3
P06703,4
Q05639,0
P12821,0
P55211,0
Q8TBC5,3
Q7Z5H5,1
Q8IZH2,0
Q86UP3,3
P14621,0
Q01201,3
Q9HB07,0
Q9Y5J6,4
P51801,4
P50222,3
P10747,1
P62987,2
O14981,0
Q8TDS4,1
Q7Z398,3
Q8TDD5,4
Q9BXS9,4
P23508,1
O75387,4
A8MTI9,0
P01106,3
Q9BXC0,1
P02808,2
P09871,0
Q96P26,0
Q9BXS4,0
P13378,3
O00291,2
Q6P161,2
P09238,0
P42677,2
O14638,0
P09848,0
P31939,0
Q8IVP9,3
Q4G0A6,0
Q9Y2T6,1
Q9BXW6,4
Q9Y530,0
Q01954,3
Q8NH81,1
P62955,4
O15516,3
Q5SRD1,4
Q9Y691,4
P27695,0
Q13516,3
Q8NDY3,0
P06213,1
Q7Z5A4,0
Q01973,1
P58170,1
Q8NGL1,1
Q92826,3
Q15116,1
Q16671,1
Q9UKL6,4
Q8TDS5,1
P54252,0
Q12756,0
Q8NGF4,1
P41220,0
Q9C056,3
Q9BSY9,0
Q5T890,0
Q9Y3N9,1
Q8IV77,4
Q8NGS8,1
Q5T1R4,3
Q6IQ22,0
Q6P9G9,3
Q9NZI2,4
Q92889,0
Q2M1V0,3
Q13547,0
Q96FJ0,0
Q9NYW3,1
Q9H0C8,0
Q8N371,0
P28370,0
Q5RIA9,0
Q96T52,0
Q96P67,1
P30954,1
Q8WWX8,4
Q9UKT9,3
Q9BYT8,0
P0CJ85,3
P25929,1
Q02962,3
P17097,3
P59541,1
Q96H55,0
P39748,0
O94898,1
Q9NP59,4
Q96RI0,1
Q8N143,3
Q8TB40,0
Q58FF3,0
Q01101,3
Q9NQZ8,3
Q96HA8,0
Q9ULR3,0
P52179,2
Q9UNI6,0
P00747,0
O00222,1
Q86U10,0
P30556,1
Q6DD88,0
P35913,0
Q75V66,4
P23142,2
Q8N5C1,4
Q96P65,1
Q8N2I2,3
P07858,0
Q8NGX3,1
Q9NVJ2,0
P19086,0
Q14186,3
C9JPN9,0
Q8N357,4
Q10588,0
P62750,2
Q15334,2
O95236,4
Q9P212,0
Q96FW1,0
Q9BXX0,2
Q01538,3
Q8N6M5,0
Q99956,0
Q9HCS4,3
Q8NG81,1
Q5D862,2
P46100,0
P21281,4
Q8NGE9,1
Q8NAC3,1
P49790,2
Q8NBI2,4
Q13336,4
O43462,0
Q969Q5,0
Q86XP0,0
Q9BZ11,0
Q9NZV7,3
P0DTU3,1
Q96BW5,0
P08637,1
P51160,0
Q5BKX5,0
Q9HBW0,1
Q9NYV7,1
P28335,1
Q15814,0
P58397,0
Q9H598,4
P48029,4
Q9HD34,2
Q9HAU8,0
P21554,1
P43119,1
Q9NQ66,0
O76074,0
Q13585,1
P34969,1
Q9BSF4,4
P84243,2
Q03692,2
Q86TX2,0
Q9UKP6,1
Q8N7X0,0
P21917,1
Q9BQP7,0
P15621,3
Q8NGS5,1
P10745,0
Q8NH90,1
Q92908,3
P0C7N1,1
O75123,3
P47901,1
Q3SY84,2
Q13093,0
P21589,0
O60543,4
P63125,0
P16471,1
Q8TE57,0
P36269,0
O43248,3
Q8N490,0
Q2VWP7,1
Q13129,3
Q9BYE2,0
P59539,1
O94916,3
Q03933,3
Q96H86,3
P32456,0
P08473,0
Q96D96,4
P17032,3
Q8IXF0,3
Q13410,1
Q5VZR4,4
O43614,1
O15327,0
Q68DY1,3
Q9Y226,4
Q8IYI8,3
Q16527,2
P52738,3
P0DJD9,0
O75439,0
P41439,1
Q2M3T9,0
Q8WXD0,1
Q8N661,0
P0DV77,3
Q9NQT4,0
Q7RTT9,4
Q8NAF0,3
O75409,2
Q9H7J1,0
P36405,0
Q9ULC6,0
Q5JWF2,0
Q05481,3
A0PG75,4
P28328,4
Q14244,2
O43674,4
P19957,2
Q9Y2Y9,3
Q5T2N8,0
Q9Y620,0
Q9Y6J6,4
P53567,3
Q9Y692,3
Q6PIS1,4
Q9Y3B8,0
P07305,2
Q8N1F7,2
Q96RC9,1
Q03828,3
A1A4Y4,0
P48378,3
Q8N5S1,4
Q8NGB2,1
P20700,2
Q8NGZ6,1
Q9Y5R5,3
Q9UI38,0
Q9Y2C5,4
Q9HB40,0
Q8N8A6,0
O14561,2
Q99250,4
Q5U5Z8,0
Q86UD5,4
Q8NF99,3
Q8NI77,0
P04746,0
Q8NG76,1
Q9BYR8,2
Q8N6P7,1
O76083,0
Q9Y6Q6,1
Q16549,0
Q5TFE4,0
Q9Y399,2
Q8NH87,1
P35749,2
P61371,3
P55056,4
Q9ULV5,3
P56199,1
Q86VL8,4
Q9H3J6,0
Q8N6U8,1
O60683,4
Q96DE0,0
P42785,0
Q96RR1,0
Q9Y646,0
Q2VIR3,0
Q02577,3
Q6W3E5,0
O00139,0
P78367,3
Q5M8T2,4
Q8NGA6,1
Q3LI83,2
Q9UMD9,2
P20336,0
Q8NA42,3
O43361,3
P45381,0
Q86YJ6,0
P35663,2
Q8ND82,3
Q0VG99,3
Q9H340,1
Q96AC6,0
Q8NBJ9,4
Q9UPY5,4
Q8WVY7,0
Q96FZ2,0
Q15784,3
Q92847,1
Q8N6M6,0
Q9NS87,0
P15880,2
Q9BQA5,3
Q8IUR6,3
Q7Z3V5,3
Q68EA5,3
P03915,4
Q96R72,1
Q96P66,1
Q9NXL6,4
P16401,2
Q9HCF6,4
P08138,1
Q9UJT1,2
A6NL08,1
A8MPS7,0
O60895,1
Q5CZA5,3
Q8N7R0,3
Q01955,2
Q6PJP8,0
P35462,1
Q9Y614,2
Q8NGN1,1
Q9UF33,1
Q9UJW8,3
Q8NHA6,1
Q8WXQ8,0
Q8NCM2,4
Q93091,0
P28566,1
Q9HCN3,0
P11021,0
Q9H2S9,3
P43251,0
Q8NGA5,1
Q496F6,1
Q9NRM1,2
Q7Z2E3,0
Q9NR30,0
Q07011,1
Q6XZB0,0
P20849,2
Q92949,3
Q8NH04,1
P13224,1
Q8N184,3
Q8IZ20,3
P12104,4
P20702,1
Q6UXV0,1
P12757,3
O95453,0
Q9Y6Q1,0
Q8NH83,1
O95630,0
Q07864,0
Q07108,1
Q49AN0,1
P54317,0
O60902,3
Q66K79,0
Q8IYL9,1
Q01484,2
Q8NC01,1
Q13485,3
Q16518,0
Q9UN79,3
Q6UXD7,4
Q9P0K8,3
Q9BY21,1
Q03721,4
O76001,1
P23511,3
Q8NGN6,1
Q9H300,0
Q9BZE0,3
Q6ZTB9,3
P31785,1
O14732,0
Q9NZS2,1
Q8NHB8,1
P25942,1
Q96T54,4
B7ZAQ6,4
P43699,3
Q96FN5,0
Q16558,4
Q9NS66,1
O00746,4
P23229,1
O43623,3
P49683,1
Q8NGC3,1
Q92522,2
P55061,4
P04066,0
Q9BTE6,0
O60393,3
Q6P280,3
O60346,0
P09917,0
P48547,4
Q12837,3
Q9UG22,0
Q9NV23,0
Q6UWM7,0
Q6UXT6,1
Q8NGA0,1
Q13867,0
O60682,3
P17039,3
Q8N635,0
Q6ZS10,1
Q99626,3
P20591,0
Q96SM3,0
P29371,1
Q0VAA5,0
P51452,0
P08922,1
Q96PS8,4
Q6ZT77,3
Q8NAP3,3
Q96IU4,0
Q9BQ31,4
Q9H6D3,4
P01920,1
Q8NGX6,1
O75473,1
Q93075,0
P32245,1
Q99832,0
Q3C1V9,0
Q53S08,0
P09496,2
Q2LD37,4
Q03252,2
Q96CP6,4
O14531,0
Q9H2X9,4
P52198,0
P26717,1
B1APH4,3
Q6P4A8,0
Q9NS69,4
Q15935,3
Q9UF02,4
Q8NH16,1
Q8NBW4,4
O95976,1
A8MYZ6,3
Q6UXZ3,1
Q96S44,0
Q9BTM1,2
P22105,2
Q9Y2D1,3
O95057,0
Q13822,0
Q5JNZ5,2
P25103,1
Q9UHV8,0
P10072,3
Q2VY69,3
Q8NGP4,1
Q96KK5,2
Q8N8Z8,3
P05091,0
Q9P1Z0,3
Q12981,4
P03951,0
Q9Y2J2,2
Q9Y2D9,3
A6NFQ7,3
Q96SQ7,3
Q70CQ1,0
P53582,0
Q9Y6W8,1
P11597,4
Q13621,4
Q8WXS8,0
Q8NGG7,1
Q6ZVW7,1
Q8TBB6,4
Q5PT55,4
Q13422,3
Q96T60,0
Q86T82,0
Q6P1K1,4
P0CG38,2
P11226,1
Q13569,0
Q14093,2
P12270,2
O95178,4
Q8NHC7,1
P41214,1
Q8IUE0,3
A6NK75,3
Q8TDE3,0
P35410,1
Q5TC79,3
Q9NYZ4,1
P21730,1
Q8TCT9,0
Q9H346,1
P18825,1
Q9BWV3,0
Q9UBY5,1
P46199,0
Q6P1L8,2
Q96AX2,0
Q9GZM6,1
Q8N1E2,0
Q96MI6,0
Q8NGL0,1
P56880,2
Q8IXZ3,3
Q06141,1
O95865,0
A6NNN8,4
O60449,1
O15455,1
Q96EH5,2
Q7Z444,0
Q8IZF5,1
O75900,0
Q5VTE0,0
Q8NGQ3,1
Q7Z4Y8,4
Q03167,1
P58107,2
O95971,1
Q8NCG7,0
P26373,2
Q9NTJ5,0
Q14582,3
O95409,3
Q9H2H9,4
Q8IVH4,0
O60476,0
Q9NZJ9,0
P09619,1
O75578,1
Q9H2Z4,3
Q86Y91,0
P10768,0
Q9UNE0,1
Q8NGU4,1
P32249,1
Q8NGD3,1
Q8TE49,0
P13349,3
Q499Z4,3
P17302,4
Q16611,4
Q8NGC7,1
P83110,0
A6NJY1,4
P39210,4
Q9BTY2,0
Q96FC9,0
Q9Y2R5,2
A0PJY2,3
Q8IWU6,0
Q8NGZ4,1
Q14642,0
Q14765,3
Q9BXI3,0
O94979,2
P56817,0
Q9UMR7,1
P40238,1
Q8IYD1,0
Q9UKX5,1
Q9NZK7,0
Q9UPW0,3
Q6U7Q0,3
Q8IZF3,1
A8K0S8,3
Q92539,0
Q15699,3
Q9P275,0
P62805,2
A8MX76,0
P48436,3
P12980,3
Q9Y519,4
O60830,4
Q9H841,4
Q9UJU5,3
P46092,1
Q9Y2V3,3
Q8IYB8,0
Q3SXZ3,3
Q9P2E2,0
P54764,1
P35453,3
P10265,0
P60602,4
Q0D2J5,3
A6NJG6,3
Q9HB90,0
O15031,1
Q16534,3
O14514,1
O95716,0
P07951,2
P0CJ87,3
P52736,3
Q9BWM5,3
P35475,0
Q92858,3
P07550,1
O76009,2
P17035,3
O95967,2
P37288,1
Q9NYW8,3
Q96AA3,4
Q70SY1,3
Q01968,0
Q06945,3
Q8WYJ6,0
Q9Y3D5,2
Q9NU39,3
Q0P5N6,0
P63096,0
Q9NS61,4
O14773,0
Q9Y6I0,0
Q5SXM1,3
Q8IUF1,0
Q9UFB7,3
P17025,3
Q6NUN9,3
Q86Y22,2
Q8TF47,3
Q7RTX9,4
Q9Y570,0
P86452,3
Q8TD26,0
Q86VW1,4
Q9NST1,0
P10966,1
Q9Y2H8,3
Q7L8A9,0
Q8NHM4,0
Q9UQ84,0
Q8NCN2,3
Q8TDS7,1
O94875,2
Q9HCK4,1
Q9NQI0,0
Q8NGD4,1
O15015,3
P61158,2
Q13127,3
P08572,2
Q8TBJ5,3
P78426,3
Q99677,1
Q5EG05,0
P28062,0
Q9P2H5,0
Q08043,2
Q9UIQ6,0
P50219,3
O43826,4
P00156,4
O76041,2
Q12947,3
Q8IYN0,3
Q9HC96,0
Q96RI8,1
P25490,3
Q92851,0
O75690,2
Q15465,0
P52798,1
P10266,0
Q92786,3
P30531,4
P50549,3
P63218,0
O43193,1
P41587,1
Q9Y2M0,0
Q8TEA8,0
Q96SA4,4
P08754,0
Q96P64,0
Q9NPA1,4
Q9BXK1,3
Q9Y251,0
O94778,4
Q6NXT2,2
Q6YBV0,4
Q8N1S5,4
Q8WVH0,4
P14923,2
P34982,1
P48307,2
Q92835,0
Q9Y2E8,4
P63124,0
Q96R27,1
Q9H609,3
Q8IW19,0
Q96LW1,3
A0A8I5KQE6,2
O00570,3
Q96GC9,4
Q7L5L3,0
Q9BY32,0
O43511,4
Q99437,4
P20339,0
Q9Y2K1,3
P0CK97,4
Q9UMR3,3
Q00444,3
Q9NPC1,1
Q8WTS1,0
P14416,1
Q15583,3
Q9H161,3
Q14469,3
Q8TEB9,0
Q8NGN2,1
Q9UBN1,4
Q96K58,3
Q9P2N4,0
P62841,2
Q13017,0
Q0VGE8,3
Q15973,3
Q14123,0
A0A024RBG1,0
A8MYU2,4
Q8N8V2,0
Q9H8K7,0
O95185,1
P18545,0
P15090,4
P49327,0
Q8NH41,1
Q96P68,1
Q86UV5,0
Q8NGU9,1
Q9UQG0,0
Q96QH8,0
P16403,2
Q00653,3
Q96BR9,3
P11912,1
P39060,2
Q7RTU1,3
P21709,1
P56597,0
P61006,0
O95263,0
O60675,3
O95153,4
Q9NQX1,3
Q9H015,4
Q9H334,3
Q01804,0
Q8NHA4,1
O75947,4
Q9Y6C5,1
Q96H72,4
Q9NRR4,0
O75437,3
Q9NQL2,0
Q9P2D1,0
P55087,4
O96008,4
P46776,2
Q9UKW6,3
Q9UJ71,1
Q8TB61,4
Q96P88,1
Q6ZSZ6,3
P42575,0
Q9NZV8,4
Q7RTU0,3
Q92621,2
A6NMU1,1
P29372,0
Q9H4E5,0
Q6DKI1,2
O76011,2
Q8NCT3,0
P35321,2
Q15617,1
P10721,1
P32019,0
O15492,0
P07316,2
Q9HC78,3
O75394,2
Q9Y5K6,2
P01909,1
O15431,4
Q92900,0
Q17RW2,2
Q93077,2
Q9Y543,3
P51884,2
P27708,0
Q902F9,2
Q8NH67,1
A1A4F0,4
Q5R387,0
Q9GZM7,2
Q9NR55,3
B7ZC32,0
Q05516,3
Q92692,1
Q8NHS3,4
Q8NGG3,1
Q13405,2
P09497,2
Q8TET4,0
Q6P5S7,0
P36542,4
Q16363,2
O42043,2
Q8WXS5,4
P51172,4
Q9H857,0
P21941,2
Q9BYC8,2
P08842,0
P61952,0
Q9NZ71,0
Q6PIU2,0
Q96NT5,4
Q9Y5K2,0
P17655,0
Q9Y4X4,3
O76100,1
Q8NGD0,1
P55347,3
Q9UI12,4
Q14653,3
Q3MJ16,0
Q96NY7,4
Q9H2V7,4
P31270,3
O00748,0
Q9UKV5,1
A6NN92,4
Q6GPI1,0
O00220,1
Q15777,0
P15088,0
Q96G74,0
Q6U736,1
P27169,0
Q5JVG8,3
Q9NYR9,0
Q9NRE1,0
Q8NGC1,1
Q9Y3Q7,0
Q15303,1
Q9NZC9,0
Q9NS82,4
P29460,1
P17706,0
Q6IF99,1
P26951,1
Q5XKR4,3
Q9H3S3,0
Q9NVA2,0
P10809,0
Q9UNT1,0
Q96D21,0
Q9H9G7,0
P20963,1
Q13568,3
Q8N4L2,0
Q9UD57,3
Q86XN6,3
P61513,2
Q6EMK4,1
O15372,0
O95372,0
Q8NGI9,1
O43638,3
Q8NB90,0
Q5FWF4,0
Q7L513,1
Q9NS40,4
P49796,0
Q96GQ7,0
O95838,1
Q8IZK6,4
Q9Y5R2,0
O00429,0
O14558,2
O95136,1
O94830,0
Q15223,1
P0DW85,2
P0CJ79,3
P21796,4
P43088,1
Q96S66,4
A6NM28,3
Q8N4G2,0
P43005,4
Q8N142,0
Q6PEX3,2
P62491,0
Q13107,0
O75787,1
P02462,2
Q9BYD1,2
Q8IVC4,3
O15355,0
Q9NP70,2
Q5T1Q4,4
Q13443,0
Q9UIH9,3
Q9UMR5,0
Q14188,3
Q96QV6,2
Q01432,0
A6NH00,1
Q5SVS4,4
P24821,2
Q9UGI6,4
P84098,2
Q99463,1
Q9BZG1,0
O75362,3
Q9H205,1
Q9NUA8,3
Q9UN42,4
Q9UH03,0
Q9UH77,2
P17050,0
P54578,0
Q9NY37,4
P32856,2
Q6QNY0,4
Q12765,0
Q9UJQ4,3
Q9Y619,4
Q8N257,2
Q8IV20,0
Q92901,2
Q96KN9,4
O43526,4
P81133,3
Q14197,0
P0CH99,3
P60763,0
Q96SU4,4
Q9NUQ8,0
Q8NHB7,1
Q9H2U2,0
P35368,1
Q9Y6I9,1
O95299,4
Q86UR5,2
P36402,3
P32242,3
Q6UWB4,0
Q9NQ76,2
Q96MI9,0
Q9Y3D3,2
Q6NXT6,1
O14494,0
P39877,0
Q99853,3
Q8NGF3,1
Q99879,2
P35858,1
Q9H611,0
Q70CQ3,0
Q96SR6,3
P18859,4
Q3L8U1,0
Q9UI33,4
Q96EB6,0
Q9UHI8,0
Q9Y6N7,1
P01112,0
P51582,1
Q8NFN8,1
Q8NGG0,1
Q7RTY0,4
P18124,2
Q8IYP2,0
Q13105,3
Q9UHY7,0
Q15043,4
A8MPP1,0
O15232,2
Q8NBQ7,4
P29992,0
O14807,0
Q8NH61,1
Q5VYV0,3
Q9H9D4,3
Q9UKV8,0
Q13424,2
Q9BX63,0
P68104,0
P11532,2
Q16515,4
P31260,3
O75751,4
Q9Y330,3
Q95460,1
Q6NSJ5,4
Q16352,2
P08708,2
P78414,3
P02538,2
P12235,4
Q8N468,4
Q7Z3Z0,2
O60667,1
Q8TCD6,0
Q5T848,1
P10144,0
Q9Y6V7,0
Q9GZW5,3
Q9NYK1,1
P27815,0
P52740,3
P17041,3
P62280,2
P36873,0
Q4ZJI4,4
Q5T6V5,0
Q7Z3Y9,2
P17030,3
Q9P243,3
P46059,4
P14555,0
Q8NHC5,1
Q9Y4G6,2
Q6NVY1,0
O60806,3
P59510,0
Q6UW60,0
Q96A46,4
Q9NQ30,2
Q96EP9,4
Q9UPM9,1
Q5VUJ5,0
O14672,0
P59047,2
Q1EHB4,4
Q96E52,0
Q9NUW8,0
Q13887,3
Q96B33,2
Q13705,1
O00187,0
Q13724,0
O15335,1
Q12948,3
Q6P531,0
O60242,1
Q969S8,0
Q8TF71,4
O00408,0
P57727,0
Q8IWU4,4
P41180,1
Q9Y2J8,0
Q9Y2I7,0
P62277,2
Q15329,3
P19447,0
O43909,1
Q99676,3
P16402,2
P42229,3
P62736,0
P49685,1
Q15771,0
Q8N1N4,2
O00624,4
P04233,1
P62166,4
Q99808,4
Q9Y2X9,3
Q96AB6,0
Q969M1,4
P0C7M4,3
Q71UM5,2
P39059,2
O76090,4
Q14108,1
A6NFI3,3
Q9Y5X5,1
P56385,4
D6RBM5,0
Q13936,4
O95047,1
Q9NZI6,3
Q96PJ5,1
P98164,4
P45452,0
P00918,0
Q9UI09,4
P25021,1
P17509,3
P15408,3
Q9HC62,0
P62191,0
Q8TBP6,4
P18848,3
Q8NER5,1
Q8WY54,0
O75467,3
Q96HZ4,3
P59044,1
Q9BRI3,4
Q00169,4
Q63HM1,0
Q9Y222,3
Q14896,2
P11717,1
Q99102,2
O14579,2
Q9NPY3,1
Q9Y5B0,0
