Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
Q96EP9,0,0,0,0,1
O15194,1,0,0,0,0
P10074,0,0,0,1,0
Q07812,0,0,0,0,1
Q9H3M0,0,0,0,0,1
Q6P499,0,0,0,0,1
P04201,0,1,0,0,0
Q96GZ6,0,0,0,0,1
Q01543,0,0,0,1,0
Q7Z3T1,0,1,0,0,0
P78559,0,0,1,0,0
O95371,0,1,0,0,0
P00797,1,0,0,0,0
P58743,0,0,0,0,1
Q8IZF4,0,1,0,0,0
Q96EF0,1,0,0,0,0
P19235,0,1,0,0,0
Q01826,0,0,0,1,0
P18089,0,1,0,0,0
O15431,0,0,0,0,1
Q06330,0,0,0,1,0
P12814,0,0,1,0,0
P02511,0,0,1,0,0
O60663,0,0,0,1,0
P78563,1,0,0,0,0
Q92731,0,1,0,1,0
P28223,0,1,0,0,0
Q8NH37,0,1,0,0,0
Q8N6M6,1,0,0,0,0
P32249,0,1,0,0,0
P35251,1,0,0,0,0
Q9NZP5,0,1,0,0,0
O15195,0,0,1,0,0
Q9P2E9,0,1,0,0,0
Q7RTY8,1,0,0,0,0
Q8NGP9,0,1,0,0,0
Q86XJ0,0,0,0,0,1
P16070,0,1,0,0,0
Q9P2H5,1,0,0,0,0
Q8NB14,1,0,0,0,0
Q8NGS5,0,1,0,0,0
Q13639,0,1,0,0,0
Q9UN76,0,0,0,0,1
Q9Y3Q4,0,0,0,0,1
P0C623,0,1,0,0,0
O15162,1,0,0,1,1
Q9BQF6,1,0,0,0,0
Q8NGD3,0,1,0,0,0
Q14566,1,0,0,0,0
Q8N680,0,0,0,1,0
Q9BV23,1,0,0,0,0
P21439,1,0,0,0,1
Q99705,0,1,0,0,0
P08183,1,0,0,0,1
Q02548,0,0,0,1,0
Q15761,0,1,0,0,0
Q9H0C8,1,0,0,0,0
Q8TEY5,0,0,0,1,0
P32248,0,1,0,0,0
P47883,0,1,0,0,0
Q70EL4,1,0,0,0,0
Q86V15,0,0,0,1,0
P25106,0,1,0,0,0
Q49SQ1,0,1,0,0,0
Q12767,0,0,0,0,1
Q16515,0,0,0,0,1
Q6PJQ5,0,0,0,1,0
Q8NH43,0,1,0,0,0
Q86SQ6,0,1,0,0,0
O75636,0,1,0,0,0
Q8N7R0,0,0,0,1,0
O14842,0,1,0,0,0
Q9UKX5,0,1,0,0,0
Q00613,0,0,0,1,0
P47898,0,1,0,0,0
Q9UI40,0,0,0,0,1
Q8WUI4,1,0,0,0,0
O75792,1,0,0,0,0
Q07507,0,0,1,0,0
Q99456,0,0,1,0,0
Q05516,0,0,0,1,0
Q9H1N7,0,0,0,0,1
Q9P1P4,0,1,0,0,0
Q08AG5,0,0,0,1,0
Q16820,1,0,0,0,0
O00321,0,0,0,1,0
P10912,0,1,0,0,0
P30874,0,1,0,0,0
Q96C28,0,0,0,1,0
Q8N6M5,1,0,0,0,0
P41439,0,1,0,0,0
A8MYZ0,1,0,0,0,0
O60462,0,1,0,0,0
Q02962,0,0,0,1,0
Q15853,0,0,0,1,0
P32745,0,1,0,0,0
P35125,1,0,0,0,0
P13686,1,0,0,0,0
P49639,0,0,0,1,0
P48145,0,1,0,0,0
P31644,0,1,0,0,1
Q8NH00,0,1,0,0,0
A6NI15,0,0,0,1,0
A6ND48,0,1,0,0,0
Q13485,0,0,0,1,0
P26715,0,1,0,0,0
Q15612,0,1,0,0,0
P25103,0,1,0,0,0
P50221,0,0,0,1,0
Q9UBG7,0,0,0,1,0
Q9NYA1,0,1,0,0,0
Q9NSY2,0,0,0,0,1
Q6QHK4,0,0,0,1,0
P48307,0,0,1,0,0
P17098,0,0,0,1,0
P49685,0,1,0,0,0
O95076,0,0,0,1,0
Q5T1R4,0,0,0,1,0
Q8TBP6,0,0,0,0,1
Q9BRQ3,1,0,0,0,0
Q8TC59,1,0,0,0,0
Q6IQ22,1,0,0,0,0
Q14863,0,0,0,1,0
Q8N9H8,1,0,0,0,0
P98177,0,0,0,1,0
P0DMU2,0,1,0,0,0
O14523,0,0,0,0,1
Q13291,0,1,0,0,0
Q96KN2,1,0,0,0,0
P24071,0,1,0,0,0
P17516,0,0,0,0,1
P14416,0,1,0,0,0
Q8IYM1,1,0,0,0,0
Q969I6,0,0,0,0,1
Q3B8N5,0,0,0,1,0
O95450,1,0,0,0,0
P04114,0,0,0,0,1
P42081,0,1,0,0,0
Q8NGD5,0,1,0,0,0
Q8NAF0,0,0,0,1,0
Q9BW19,1,0,0,0,0
O77932,1,0,0,0,0
Q13813,0,0,1,0,0
Q04656,1,0,0,0,1
P19419,0,0,0,1,0
Q96LB2,0,1,0,0,0
Q96LB1,0,1,0,0,0
Q96LA9,0,1,0,0,0
Q0D2J5,0,0,0,1,0
Q8IYI8,0,0,0,1,0
Q6ZSB9,0,0,0,1,0
Q96LD8,1,0,0,0,0
P49238,0,1,0,0,0
Q9NPD5,0,0,0,0,1
F5H094,0,0,0,0,1
Q8NGJ1,0,1,0,0,0
P59922,0,1,0,0,0
Q9UG22,1,0,0,0,0
Q9Y6L6,0,0,0,0,1
Q8NEC5,0,0,0,0,1
P59044,0,1,0,0,0
Q96FJ0,1,0,0,0,0
Q5VST9,0,0,1,0,0
Q12918,0,1,0,0,0
Q9Y2R2,1,0,0,0,0
Q2LD37,0,0,0,0,1
Q8NGE8,0,1,0,0,0
Q9Y3N9,0,1,0,0,0
P32019,1,0,0,0,0
P60059,0,0,0,0,1
Q8NGY6,0,1,0,0,0
P51449,0,1,0,1,0
Q70CQ1,1,0,0,0,0
P12525,0,0,0,1,0
Q9H7F0,1,0,0,0,1
Q6NS38,1,0,0,0,0
Q8TCU3,0,0,0,0,1
P98164,0,0,0,0,1
Q9NXH8,1,0,0,0,0
Q7RTU0,0,0,0,1,0
P17813,0,1,0,0,0
O00487,1,0,0,0,0
O00291,0,0,1,0,0
Q92618,0,0,0,1,0
Q13613,1,0,0,0,0
Q70HW3,0,0,0,0,1
Q02643,0,1,0,0,0
P57740,0,0,1,0,0
Q99811,0,0,0,1,0
P28324,0,0,0,1,0
Q8TCT9,1,0,0,0,0
Q13516,0,0,0,1,0
Q9BYZ6,1,0,0,0,0
Q9H6V9,1,0,0,0,0
P51826,0,0,0,1,0
P21730,0,1,0,0,0
Q9Y462,0,0,0,1,0
P47901,0,1,0,0,0
P51178,1,0,0,0,0
Q8IYD1,1,0,0,0,0
Q92963,1,0,0,0,0
Q9NQV6,0,0,0,1,0
P04150,0,1,0,1,0
Q02763,0,1,0,0,0
Q6VMQ6,1,0,0,0,0
Q4G0A6,1,0,0,0,0
Q9GZX7,1,0,0,0,0
Q8NGC2,0,1,0,0,0
Q86VL8,0,0,0,0,1
Q9UII6,1,0,0,0,0
P41145,0,1,0,0,0
Q8NH08,0,1,0,0,0
Q9NVV0,0,0,0,0,1
P61160,0,0,1,0,0
Q9BX10,1,0,0,0,0
Q9NSD5,0,0,0,0,1
P35372,0,1,0,0,1
Q9GZU7,1,0,0,0,0
A0PJY2,0,0,0,1,0
A0A0U1RQI7,0,0,0,1,0
O60928,0,0,0,0,1
Q147U1,0,0,0,1,0
Q8NCN2,0,0,0,1,0
P13866,0,0,0,0,1
Q8NGG3,0,1,0,0,0
Q96LB0,0,1,0,0,0
P49588,1,0,0,0,0
Q96SF2,0,0,0,0,1
Q8N8Z8,0,0,0,1,0
Q7L945,0,0,0,1,0
C9JN71,0,0,0,1,0
P16415,0,0,0,1,0
Q8IZC7,0,0,0,1,0
P52737,0,0,0,1,0
Q3KP31,0,0,0,1,0
Q8TBZ8,0,0,0,1,0
P62508,0,1,0,1,0
Q9BS34,0,0,0,1,0
P17017,0,0,0,1,0
Q8NEP9,0,0,0,1,0
Q68EA5,0,0,0,1,0
Q8N972,0,0,0,1,0
P18433,1,1,0,0,0
P01589,0,1,0,0,0
P24278,0,0,0,1,0
Q15029,1,0,0,0,0
Q8N1F7,0,0,1,0,0
P31629,0,0,0,1,0
Q8NGZ6,0,1,0,0,0
Q8NGY5,0,1,0,0,0
O14843,0,1,0,0,0
O15529,0,1,0,0,0
Q6A163,0,0,1,0,0
P19793,0,1,0,1,0
Q86W33,0,1,0,0,0
Q9C056,0,0,0,1,0
Q8N695,0,0,0,0,1
Q96C55,0,0,0,1,0
Q9UGI6,0,0,0,0,1
P11150,1,0,0,0,0
O75473,0,1,0,0,0
P62857,0,0,1,0,0
Q9NYB5,0,0,0,0,1
Q8NH76,0,1,0,0,0
Q15262,1,1,0,0,0
Q8TDT2,0,1,0,0,0
Q6UXB4,0,1,0,0,0
Q9HAH1,0,0,0,1,0
Q16322,0,0,0,0,1
A0A5F9ZHS7,0,0,0,1,0
Q8NGD2,0,1,0,0,0
Q9Y2R4,1,0,0,0,0
P20908,0,0,1,0,0
O75840,0,0,0,1,0
Q99612,0,0,0,1,0
P08908,0,1,0,0,0
P13349,0,0,0,1,0
O60779,0,0,0,0,1
P43234,1,0,0,0,0
Q16288,0,1,0,0,0
P02489,0,0,1,0,0
Q9UMD9,0,0,1,0,0
Q99527,0,1,0,1,0
P32238,0,1,0,0,0
Q96LU7,0,0,0,1,0
Q8NH69,0,1,0,0,0
O95452,0,0,0,0,1
P29033,0,0,0,0,1
O75712,0,0,0,0,1
P12524,0,0,0,1,0
P14653,0,0,0,1,0
Q15762,0,1,0,0,0
P51681,1,1,0,0,0
Q9BRS2,1,0,0,0,0
Q13285,0,1,0,1,0
O14813,0,0,0,1,0
P51685,0,1,0,0,0
Q8IUE1,0,0,0,1,0
Q8IUE0,0,0,0,1,0
P12755,0,0,0,1,0
Q6YBV0,0,0,0,0,1
Q8NFI3,1,0,0,0,0
O14983,1,0,0,0,1
Q93084,1,0,0,0,1
Q8NGR3,0,1,0,0,0
O75197,0,1,0,0,0
Q7L0X0,0,1,0,0,0
O60543,0,0,0,0,1
Q9UPU3,0,1,0,0,0
P36897,0,1,0,0,0
Q01804,1,0,0,0,0
Q8TET4,1,0,0,0,0
P51124,1,0,0,0,0
Q8IZ41,1,0,0,0,0
Q96NB2,0,0,0,0,1
Q8IXU6,0,0,0,0,1
P52739,0,0,0,1,0
Q8N4Z0,1,0,0,0,0
Q08499,1,0,0,0,0
Q13569,1,0,0,0,0
Q8NG98,0,1,0,0,0
P0C6A0,0,0,0,1,0
Q9P1Z3,0,0,0,0,1
O75360,0,0,0,1,0
P78562,1,0,0,0,0
Q9BRV3,0,0,0,0,1
Q96RA2,0,1,0,0,0
Q14973,0,0,0,0,1
Q96DA2,1,0,0,0,0
Q7Z6V5,1,0,0,0,0
Q14692,1,0,0,0,0
Q9BRI3,0,0,0,0,1
Q6NT16,0,0,0,0,1
O00429,1,0,0,0,0
Q4G112,0,0,0,1,0
P08253,1,0,0,0,0
A6NKF2,0,0,0,1,0
Q9NPI6,1,0,0,0,0
Q9ULK0,0,1,0,0,1
P11473,0,1,0,1,0
A1A4Y4,1,0,0,0,0
Q9Y2B2,1,0,0,0,0
Q68D06,1,0,0,0,0
Q9NZQ0,1,0,0,0,0
P0CJ78,0,0,0,1,0
Q7Z7L1,1,0,0,0,0
Q14119,0,0,0,1,0
Q96EG3,0,0,0,1,0
O43711,0,0,0,1,0
Q6UX01,0,1,0,0,0
Q96FL8,0,0,0,0,1
Q99624,0,0,0,0,1
Q8IY17,1,0,0,0,0
P10071,0,0,0,1,0
Q92536,0,0,0,0,1
Q8NG99,0,1,0,0,0
P31941,1,0,0,0,0
Q2NKX8,1,0,0,0,0
Q32M45,0,0,0,0,1
Q8IZM9,0,0,0,0,1
Q6ZNB6,0,0,0,1,0
Q96DT6,1,0,0,0,0
P54802,1,0,0,0,0
Q92911,0,0,0,0,1
Q8N6M0,1,0,0,0,0
Q9H3S7,1,0,0,0,0
Q5VTE6,1,0,0,0,0
Q8TE60,1,0,0,0,0
Q8N6G6,1,0,0,0,0
Q9HD23,0,0,0,0,1
Q9Y6I4,1,0,0,0,0
Q63HN8,1,0,0,0,0
Q32M88,1,0,0,0,0
P0C7H9,1,0,0,0,0
P0C7I0,1,0,0,0,0
D6RBM5,1,0,0,0,0
D6RJB6,1,0,0,0,0
D6RBQ6,1,0,0,0,0
D6RA61,1,0,0,0,0
D6R9N7,1,0,0,0,0
C9JVI0,1,0,0,0,0
C9J2P7,1,0,0,0,0
C9JJH3,1,0,0,0,0
Q6R6M4,1,0,0,0,0
A8MUK1,1,0,0,0,0
Q0WX57,1,0,0,0,0
Q6QN14,1,0,0,0,0
Q9Y6R1,0,0,0,0,1
P25025,0,1,0,0,0
Q9UKT9,0,0,0,1,0
P0C626,0,1,0,0,0
Q96H78,0,0,0,0,1
Q9UBD0,0,0,0,1,0
P46091,0,1,0,0,0
Q8NGU9,0,1,0,0,0
Q99676,0,0,0,1,0
Q9H609,0,0,0,1,0
Q8IV48,1,0,0,0,0
P42694,1,0,0,0,0
O75398,0,0,0,1,0
Q9NY93,1,0,0,0,0
P18846,0,0,0,1,0
Q13336,0,0,0,0,1
O95677,1,0,0,0,0
Q496J9,0,0,0,0,1
P49961,1,0,0,0,0
O15015,0,0,0,1,0
Q53S99,0,0,0,0,1
Q8WVB6,1,0,0,0,0
Q86TP1,1,0,0,0,0
Q9H9D4,0,0,0,1,0
P0C645,0,1,0,0,0
O15090,0,0,0,1,0
P34972,0,1,0,0,0
Q8N4V2,0,0,0,0,1
C9JLJ4,1,0,0,0,0
C9JPN9,1,0,0,0,0
D6R901,1,0,0,0,0
D6RCP7,1,0,0,0,0
Q9H3U5,0,0,0,0,1
Q6P9H5,1,0,0,0,0
Q7L7V1,1,0,0,0,0
P63261,1,0,1,0,0
Q6ZV29,1,0,0,0,0
A6NHG9,0,1,0,0,0
A6NKK0,0,1,0,0,0
A6NDH6,0,1,0,0,0
Q99504,1,0,0,0,0
Q32M78,0,0,0,1,0
Q9NQT4,1,0,0,0,0
Q8WUY3,1,0,0,0,0
P51801,0,0,0,0,1
Q9UHI5,0,0,0,0,1
Q7L0J3,0,0,0,0,1
P35414,0,1,0,0,0
Q68CZ2,1,0,0,0,0
P35575,1,0,0,0,0
P06734,0,1,0,0,0
Q8WVJ9,0,0,0,1,0
Q16656,0,0,0,1,0
P31639,0,0,0,0,1
P43686,1,0,0,0,0
Q8N720,0,0,0,1,0
Q86VH2,1,0,0,0,0
Q96IQ9,0,0,0,1,0
Q8IWI9,0,0,0,1,0
Q8TAD4,0,0,0,0,1
Q9BW27,0,0,1,0,0
P02730,0,0,0,0,1
O15266,0,0,0,1,0
O60902,0,0,0,1,0
P51800,0,0,0,0,1
P19622,0,0,0,1,0
P51674,0,0,0,0,1
Q7Z404,0,0,0,0,1
Q4VNC0,1,0,0,0,1
Q9BY41,1,0,0,0,0
P28222,0,1,0,0,0
Q8IZ08,0,1,0,0,0
Q8IZV2,0,0,1,0,0
P04637,0,0,0,1,0
Q9Y239,0,1,0,0,0
Q05925,0,0,0,1,0
Q8N8W4,1,0,1,0,0
Q96FN5,1,0,0,0,0
Q5VZM2,1,0,0,0,0
Q9UJV9,1,0,0,0,0
Q5TZ20,0,1,0,0,0
Q9UNY4,1,0,0,0,0
Q9UQ49,1,0,0,0,0
P49327,1,0,0,0,0
Q99595,0,0,0,0,1
O60830,0,0,0,0,1
O43829,0,0,0,1,0
O75364,0,0,0,1,0
Q8TDB8,0,0,0,0,1
Q8IWU4,0,0,0,0,1
Q15699,0,0,0,1,0
Q99592,0,0,0,1,0
B2RXF5,0,0,0,1,0
P15976,0,0,0,1,0
Q9Y5Y9,0,0,0,0,1
Q9P2U7,0,0,0,0,1
P04062,1,0,0,0,0
Q9UMR3,0,0,0,1,0
Q13606,0,1,0,0,0
Q8NGF6,0,1,0,0,0
Q8NH19,0,1,0,0,0
O60391,0,1,0,0,1
O14791,0,0,0,0,1
Q13796,0,0,0,0,1
Q16665,0,0,0,1,0
P30559,0,1,0,0,0
Q66K89,0,0,0,1,0
Q8IYS0,0,0,0,0,1
Q15911,0,0,0,1,0
P49711,0,0,0,1,0
Q14112,0,0,1,0,0
P08912,1,1,0,0,0
Q9GZQ6,0,1,0,0,0
Q9UH77,0,0,1,0,0
Q8N1W2,0,0,0,1,0
P23276,1,0,0,0,0
Q5SRD1,0,0,0,0,1
O14925,0,0,0,0,1
O60741,0,0,0,0,1
Q9BZF1,0,0,0,0,1
Q8WXA8,0,1,0,0,1
Q8NGI7,0,1,0,0,0
P61073,0,1,0,0,0
P47890,0,1,0,0,0
Q8NHA8,0,1,0,0,0
Q99956,1,0,0,0,0
Q9ULJ3,0,0,0,1,0
Q9Y2P0,0,0,0,1,0
Q96DR4,0,0,0,0,1
Q96HA8,1,0,0,0,0
P37088,0,0,0,0,1
Q96R47,0,1,0,0,0
Q6IF42,0,1,0,0,0
Q8IUH4,0,0,0,0,1
P17987,1,0,0,0,0
Q6NUI6,0,1,1,0,0
Q07001,0,1,0,0,1
Q8WVP7,0,1,0,0,0
P15374,1,0,0,0,0
P52198,1,0,0,0,0
Q15735,1,0,0,0,0
A6NNN8,0,0,0,0,1
Q96NT5,0,0,0,0,1
Q8N697,0,0,0,0,1
O95785,0,0,0,1,0
Q9BZE3,0,0,0,1,0
P0DMS9,0,1,0,0,0
Q15124,0,0,1,0,0
Q9P2Y4,0,1,0,1,0
A5X5Y0,0,1,0,0,1
Q15561,0,0,0,1,0
Q96KN9,0,0,0,0,1
P18124,0,0,1,0,0
Q6HA08,1,0,0,0,0
Q96JA3,0,0,0,0,1
Q9NU22,1,0,0,0,0
O14595,1,0,0,0,0
P39086,0,1,0,0,1
Q9Y216,1,0,0,0,0
Q9Y217,1,0,0,0,0
P08519,1,0,0,0,0
P00747,1,0,0,0,0
Q8N6M3,1,0,0,0,0
P31314,0,0,0,1,0
P50222,0,0,0,1,0
A2A288,1,0,0,0,0
Q86UW2,0,0,0,0,1
P04234,0,1,0,0,0
Q6DWJ6,0,1,0,0,0
Q8NHQ9,1,0,0,0,0
P22460,0,0,0,0,1
O95006,0,1,0,0,0
Q9H9G7,1,0,0,0,0
O95453,1,0,0,0,0
Q6U841,0,0,0,0,1
O15327,1,0,0,0,0
O75317,1,0,0,0,0
Q9UKP5,1,0,0,0,0
Q16587,0,0,0,1,0
O14558,0,0,1,0,0
P56597,1,0,0,0,0
Q96BR9,0,0,0,1,0
Q9NQ69,0,0,0,1,0
Q9GZK7,0,1,0,0,0
Q9NQN1,0,1,0,0,0
Q9NP91,0,0,0,0,1
O43868,0,0,0,0,1
Q09666,0,0,1,0,0
Q8NDY3,1,0,0,0,0
Q5R3K3,0,0,0,0,1
Q5TC79,0,0,0,1,0
P30793,1,0,0,0,0
O15226,0,0,0,1,0
Q8NH73,0,1,0,0,0
Q16602,0,1,0,0,0
Q9Y2G2,1,1,0,0,0
Q96R67,0,1,0,0,0
Q5TGS1,0,0,0,1,0
Q6QNK2,0,1,0,0,0
O00339,0,0,1,0,0
Q16534,0,0,0,1,0
Q9Y223,1,0,0,0,0
Q8N8Y5,0,0,0,1,0
Q9BS91,0,0,0,0,1
Q15619,0,1,0,0,0
P50219,0,0,0,1,0
P43007,0,0,0,0,1
Q8NGL7,0,1,0,0,0
Q13614,1,0,0,0,0
Q7L211,1,0,0,0,0
Q8N349,0,1,0,0,0
P54922,1,0,0,0,0
Q9UKL6,0,0,0,0,1
P04626,0,1,0,0,0
Q9UNK4,1,0,0,0,0
Q9HB40,1,0,0,0,0
P47211,0,1,0,0,0
P07686,1,0,0,0,0
Q7LC44,0,0,1,0,0
Q15485,0,1,0,0,0
Q96A46,0,0,0,0,1
O43889,0,0,0,1,0
O95007,0,1,0,0,0
Q9Y2H2,1,0,0,0,0
Q8NBP5,0,0,0,0,1
P43681,0,1,0,0,1
Q8NGI4,0,1,0,0,0
P30304,1,0,0,0,0
O95551,1,0,0,0,0
Q8TDS5,0,1,0,0,0
P78348,0,0,0,0,1
Q8NBH2,1,0,0,0,0
Q7RTY1,0,0,0,0,1
P32239,0,1,0,0,0
Q04912,0,1,0,0,0
Q9H6F2,0,0,0,0,1
P15172,0,0,0,1,0
Q3SXZ3,0,0,0,1,0
B4DXR9,0,0,0,1,0
Q8TB69,0,0,0,1,0
Q15928,0,0,0,1,0
O95780,0,0,0,1,0
Q8NGL6,0,1,0,0,0
Q14582,0,0,0,1,0
Q6RW13,0,1,0,0,0
O75578,0,1,0,0,0
Q9NUA8,0,0,0,1,0
Q7Z444,1,0,0,0,0
P29317,0,1,0,0,0
Q8WUX1,0,0,0,0,1
Q8NDL9,1,0,0,0,0
Q6DD87,0,0,0,1,0
A6NM03,0,1,0,0,0
P09958,1,0,0,0,0
Q96SC8,0,0,0,1,0
Q9NYZ2,0,0,0,0,1
Q9HAS3,0,0,0,0,1
Q96C10,1,0,0,0,0
P54760,0,1,0,0,0
Q0D2K0,0,0,0,0,1
P15170,1,0,0,0,0
O00602,0,1,0,0,0
O60422,0,0,0,1,0
Q01064,1,0,0,0,0
Q8N1A0,0,0,1,0,0
P09848,1,0,0,0,0
Q8IYT4,1,0,0,0,0
P21754,0,0,1,0,0
P55268,0,0,1,0,0
Q9UI09,0,0,0,0,1
Q8IYB9,0,0,0,1,0
Q9H205,0,1,0,0,0
P15173,0,0,0,1,0
P18031,1,0,0,0,0
Q8NGI6,0,1,0,0,0
O60353,0,1,0,0,0
Q96Q91,0,0,0,0,1
Q99502,1,0,0,0,0
Q8NAP8,0,0,0,1,0
Q8NG77,0,1,0,0,0
Q8NG76,0,1,0,0,0
Q86YW0,1,0,0,0,0
Q8TDU5,0,1,0,0,0
P16615,1,0,0,0,1
Q96R09,0,1,0,0,0
O00337,0,0,0,0,1
A0AVK6,0,0,0,1,0
P34981,0,1,0,0,0
A6NH00,0,1,0,0,0
Q6PXP3,0,0,0,0,1
O96006,0,0,0,1,0
Q8NH48,0,1,0,0,0
Q08493,1,0,0,0,0
Q9H8G1,0,0,0,1,0
P12757,0,0,0,1,0
Q14585,0,0,0,1,0
Q9NR97,0,1,0,0,0
O75132,0,0,0,1,0
Q8NGF7,0,1,0,0,0
Q96R08,0,1,0,0,0
Q8NH72,0,1,0,0,0
Q8NET5,0,1,0,0,0
Q9ULD5,0,0,0,1,0
Q8NGS0,0,1,0,0,0
A6NHA9,0,1,0,0,0
Q2M3G0,1,0,0,0,1
P43146,0,1,0,0,0
A6NL26,0,1,0,0,0
Q14651,0,0,1,0,0
P42574,1,0,0,0,0
O60241,0,1,0,0,0
Q9UGF7,0,1,0,0,0
Q8NG85,0,1,0,0,0
Q8NG80,0,1,0,0,0
Q8NGY9,0,1,0,0,0
Q8NH16,0,1,0,0,0
O60346,1,0,0,0,0
P55771,0,0,0,1,0
P41143,0,1,0,0,0
P43378,1,0,0,0,0
Q9NP62,0,0,0,1,0
A0A087WUV0,0,0,0,1,0
Q8NFN8,0,1,0,0,0
O60431,0,1,0,0,0
O14581,0,1,0,0,0
Q96IC2,1,0,0,0,0
Q0VDG4,1,0,0,0,0
Q9UIQ6,1,0,0,0,0
Q96T83,0,0,0,0,1
Q9H7X3,0,0,0,1,0
O43763,0,0,0,1,0
Q15622,0,1,0,0,0
Q92826,0,0,0,1,0
Q9BXI3,1,0,0,0,0
Q86UW1,0,0,0,0,1
Q05469,1,0,0,0,0
O43298,0,0,0,1,0
P25105,0,1,0,0,0
Q92508,0,0,0,0,1
Q8WW27,1,0,0,0,0
Q9BW11,0,0,0,1,0
P23469,1,1,0,0,0
P41146,0,1,0,0,0
P35346,0,1,0,0,0
Q9UBY0,0,0,0,0,1
Q96N22,0,0,0,1,0
Q8NGT2,0,1,0,0,0
Q6NVU6,1,0,0,0,0
Q9NZC2,0,1,0,0,0
P42701,0,1,0,0,0
P50895,0,1,0,0,0
Q9BQY4,0,0,0,1,0
P0C7M4,0,0,0,1,0
Q92956,0,1,0,0,0
Q9UNY5,0,0,0,1,0
P15529,0,1,0,0,0
Q8IWK6,0,1,0,0,0
Q01968,1,0,0,0,0
Q96T25,0,0,0,1,0
Q6ICB0,1,0,0,0,0
P27815,1,0,0,0,0
O95672,1,0,0,0,0
Q8NGX0,0,1,0,0,0
Q15615,0,1,0,0,0
Q96RP8,0,0,0,0,1
Q8NGN8,0,1,0,0,0
Q6IF82,0,1,0,0,0
A1KZ92,1,0,0,0,0
Q8NGA1,0,1,0,0,0
P55011,0,0,0,0,1
O94759,0,0,0,0,1
O43613,0,1,0,0,0
Q8IXT2,0,0,0,1,0
Q99726,0,0,0,0,1
O15209,0,0,0,1,0
P11166,0,0,0,0,1
Q16719,1,0,0,0,0
Q13698,0,0,0,0,1
P28347,0,0,0,1,0
Q7Z410,1,0,0,0,0
Q9UJ96,0,0,0,0,1
P02708,0,1,0,0,1
P12107,0,0,1,0,0
Q8NGV7,0,1,0,0,0
P28370,1,0,0,0,0
A6NKX4,0,0,0,0,1
Q7Z3I7,0,0,0,1,0
P02549,0,0,1,0,0
P09693,0,1,0,0,0
Q3ZCQ2,0,1,0,0,0
Q8NH51,0,1,0,0,0
P10827,0,1,0,1,0
Q9NP94,0,0,0,0,1
P51530,1,0,0,0,0
O95153,0,0,0,0,1
Q03181,0,1,0,1,0
Q9NXJ5,1,0,0,0,0
P22732,0,0,0,0,1
O14763,0,1,0,0,0
Q93038,0,1,0,0,0
O75051,0,1,0,0,0
Q86YH2,0,0,0,1,0
Q8N187,0,0,0,1,0
Q8NH04,0,1,0,0,0
P35523,0,0,0,0,1
Q9NY37,0,0,0,0,1
P35498,0,0,0,0,1
Q05209,1,0,0,0,0
Q8NGX5,0,1,0,0,0
P23511,0,0,0,1,0
P23142,0,0,1,0,0
Q6P531,1,0,0,0,0
P54278,1,0,0,0,0
Q86WJ1,1,0,0,0,0
O76074,1,0,0,0,0
Q8NH42,0,1,0,0,0
Q9Y5N1,0,1,0,0,0
O94993,0,0,0,1,0
Q9UJV8,0,0,0,1,0
P08571,0,1,0,0,0
Q9BXB5,0,0,0,0,1
Q6UWW8,1,0,0,0,0
P13942,0,0,1,0,0
Q15406,0,1,0,1,0
P22413,1,0,0,0,0
Q96R84,0,1,0,0,0
Q9BYE2,1,0,0,0,0
Q9H5H4,0,0,0,1,0
Q6ZN57,0,0,0,1,0
O60312,1,0,0,0,1
Q9Y6M7,0,0,0,0,1
Q9NV23,1,0,0,0,0
O14786,0,1,0,0,0
Q8NFJ8,0,0,0,1,0
O60412,0,1,0,0,0
A5D6W6,1,0,0,0,0
O95848,1,0,0,0,0
Q8NGR8,0,1,0,0,0
Q8NGC4,0,1,0,0,0
O14503,0,0,0,1,0
Q9NS75,0,1,0,0,0
Q9UGF6,0,1,0,0,0
Q5T3U5,1,0,0,0,1
O94761,1,0,0,0,0
Q8NH94,0,1,0,0,0
Q8IY21,1,0,0,0,0
Q8WYK0,1,0,0,0,0
Q9NR83,0,0,0,1,0
P09601,0,0,1,0,0
Q99523,0,1,0,0,0
Q8NH74,0,1,0,0,0
Q9Y5J6,0,0,0,0,1
Q8IVB4,0,0,0,0,1
P13798,1,0,0,0,0
P29120,1,0,0,0,0
P43268,0,0,0,1,0
P14136,0,0,1,0,0
Q9UPW6,0,0,0,1,0
P21709,0,1,0,0,0
P78509,1,0,0,0,0
Q9BSJ8,0,0,0,0,1
Q5VZB9,0,0,0,1,0
Q8NGS7,0,1,0,0,0
P50539,0,0,0,1,0
Q9HBE1,0,0,0,1,0
Q6IF99,0,1,0,0,0
P49715,0,0,0,1,0
Q16572,0,0,0,0,1
P41970,0,0,0,1,0
Q9NYV9,0,1,0,0,0
P35398,0,1,0,1,0
Q00653,0,0,0,1,0
Q9UPU5,1,0,0,0,0
P0CG24,0,0,0,1,0
Q8NGD1,0,1,0,0,0
P51790,0,0,0,0,1
Q9H116,0,0,0,1,0
Q96BV0,0,0,0,1,0
Q9H228,0,1,0,0,0
Q6ZN66,1,0,0,0,0
Q92889,1,0,0,0,0
Q8WWX8,0,0,0,0,1
